,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
90,Donald Trump,All polls,10/26/2018,2/13/2017,2/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13600410000000002,0.0,55.0,45.0,49.67122,45.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49302,77318,2/16/2017,09:39:46 26 Oct 2018,736375.0
91,Donald Trump,All polls,10/26/2018,2/13/2017,2/17/2017,SurveyMonkey,D-,9163.0,a,0.1744872,0.0,45.0,53.0,42.68448,51.73281,,,https://blog.electiontracking.surveymonkey.com/2017/02/17/trump-approval-february-13-17/,49306,77322,2/18/2017,09:39:46 26 Oct 2018,736377.0
92,Donald Trump,All polls,10/26/2018,2/14/2017,2/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1360634,0.0,55.0,45.0,49.67122,45.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49300,77316,2/17/2017,09:39:46 26 Oct 2018,736376.0
93,Donald Trump,All polls,10/26/2018,2/13/2017,2/17/2017,Ipsos,B+,2512.0,a,0.22291079999999996,0.0,45.1,51.1,45.558,49.831579999999995,,T,http://polling.reuters.com/#poll/CP3_2/,49402,77575,3/1/2017,09:39:46 26 Oct 2018,736377.0
94,Donald Trump,All polls,10/26/2018,2/14/2017,2/16/2017,Gallup,B,1500.0,a,0.1474624,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49297,77313,2/17/2017,09:39:46 26 Oct 2018,736376.0
95,Donald Trump,All polls,10/26/2018,2/15/2017,2/17/2017,Gallup,B,1500.0,a,0.14731470000000002,0.0,40.0,55.0,41.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49301,77317,2/18/2017,09:39:46 26 Oct 2018,736377.0
96,Donald Trump,All polls,10/26/2018,2/14/2017,2/18/2017,Ipsos,B+,2334.0,a,0.20702910000000002,0.0,44.3,52.1,44.758,50.831579999999995,,T,http://polling.reuters.com/#poll/CP3_2/,49401,77574,3/1/2017,09:39:46 26 Oct 2018,736378.0
97,Donald Trump,All polls,10/26/2018,2/13/2017,2/19/2017,SurveyMonkey,D-,11512.0,a,0.2170261,0.0,43.0,54.0,40.68448,52.73281,,,http://www.nbcnews.com/feature/data-points/poll-majority-americans-worried-about-war-feel-favorably-toward-nato-n723931,49314,77330,2/20/2017,09:39:46 26 Oct 2018,736379.0
98,Donald Trump,All polls,10/26/2018,2/16/2017,2/18/2017,Gallup,B,1500.0,a,0.1471976,0.0,41.0,55.0,42.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49299,77315,2/19/2017,09:39:46 26 Oct 2018,736378.0
99,Donald Trump,All polls,10/26/2018,2/15/2017,2/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.08150489999999999,0.0,51.0,49.0,45.67122,49.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49305,77321,2/20/2017,09:39:46 26 Oct 2018,736379.0
100,Donald Trump,All polls,10/26/2018,2/15/2017,2/19/2017,Marist College,A,864.0,rv,1.683023,0.0,41.0,49.0,42.05761,50.019009999999994,,,http://www.mcclatchydc.com/news/politics-government/white-house/article134111259.html,49315,77331,2/20/2017,09:39:46 26 Oct 2018,736379.0
101,Donald Trump,All polls,10/26/2018,2/15/2017,2/19/2017,Ipsos,B+,2291.0,a,0.20359570000000002,0.0,45.3,50.5,45.758,49.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49400,77573,3/1/2017,09:39:46 26 Oct 2018,736379.0
102,Donald Trump,All polls,10/26/2018,2/17/2017,2/19/2017,Gallup,B,1500.0,a,0.14711029999999997,0.0,42.0,53.0,43.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49310,77326,2/20/2017,09:39:46 26 Oct 2018,736379.0
103,Donald Trump,All polls,10/26/2018,2/15/2017,2/20/2017,McLaughlin & Associates,C-,1000.0,lv,0.7230979000000001,0.0,51.0,44.0,46.9564,45.8624,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50467,79635,11/16/2017,09:39:46 26 Oct 2018,736380.0
104,Donald Trump,All polls,10/26/2018,2/16/2017,2/20/2017,Ipsos,B+,2261.0,a,0.2017868,0.0,45.5,49.9,45.958,48.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49399,77572,3/1/2017,09:39:46 26 Oct 2018,736380.0
105,Donald Trump,All polls,10/26/2018,2/16/2017,2/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.24292489999999997,0.0,50.0,50.0,44.67122,50.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49311,77327,2/21/2017,09:39:46 26 Oct 2018,736380.0
106,Donald Trump,All polls,10/26/2018,2/17/2017,2/18/2017,YouGov,B,1000.0,a,0.5239093,0.0,41.0,47.0,41.98506,49.46565,,,http://big.assets.huffingtonpost.com/tabsHPPresidentTrump20170218.pdf,49309,77325,2/19/2017,09:39:46 26 Oct 2018,736378.0
107,Donald Trump,All polls,10/26/2018,2/16/2017,2/19/2017,Morning Consult,B-,2013.0,rv,0.7853613,0.0,49.0,44.0,45.96395,46.15502,,,https://morningconsult.com/2017/02/22/voters-expecting-trumps-first-month-office/,49321,77337,2/20/2017,09:39:46 26 Oct 2018,736379.0
108,Donald Trump,All polls,10/26/2018,2/17/2017,2/20/2017,American Research Group,C+,1100.0,a,1.135721,0.0,43.0,51.0,45.0898,48.37186,,,http://americanresearchgroup.com/economy/,49313,77329,2/21/2017,09:39:46 26 Oct 2018,736380.0
109,Donald Trump,All polls,10/26/2018,2/17/2017,2/21/2017,Ipsos,B+,2341.0,a,0.2102429,0.0,45.1,50.0,45.558,48.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49398,77571,3/1/2017,09:39:46 26 Oct 2018,736381.0
110,Donald Trump,All polls,10/26/2018,2/17/2017,2/21/2017,CBS News,A-,1280.0,a,1.953073,0.0,39.0,51.0,40.27867,50.303470000000004,,,http://www.cbsnews.com/news/poll-immigration-is-most-important-problem-for-trump-and-congress/,49316,77332,2/22/2017,09:39:46 26 Oct 2018,736381.0
111,Donald Trump,All polls,10/26/2018,2/18/2017,2/20/2017,Gallup,B,1500.0,a,0.1470525,0.0,41.0,53.0,42.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49312,77328,2/21/2017,09:39:46 26 Oct 2018,736380.0
112,Donald Trump,All polls,10/26/2018,2/16/2017,2/21/2017,Quinnipiac University,A-,1323.0,rv,1.6581,0.0,38.0,55.0,39.72704,53.528909999999996,,,https://poll.qu.edu/national/release-detail?ReleaseID=2431,49318,77334,2/22/2017,09:39:46 26 Oct 2018,736381.0
113,Donald Trump,All polls,10/26/2018,2/18/2017,2/22/2017,NBC News/Wall Street Journal,A-,1000.0,a,1.5997940000000002,0.0,44.0,48.0,43.27756,48.61168,,,https://www.scribd.com/document/340335355/17057-NBCWSJ-February-Poll,49326,77342,2/23/2017,09:39:46 26 Oct 2018,736382.0
114,Donald Trump,All polls,10/26/2018,2/19/2017,2/21/2017,Gallup,B,1500.0,a,0.1470236,0.0,42.0,52.0,43.03185,50.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49328,77344,2/22/2017,09:39:46 26 Oct 2018,736381.0
115,Donald Trump,All polls,10/26/2018,2/19/2017,2/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.134666,0.0,51.0,49.0,45.67122,49.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49323,77339,2/22/2017,09:39:46 26 Oct 2018,736381.0
116,Donald Trump,All polls,10/26/2018,2/18/2017,2/22/2017,Ipsos,B+,1524.0,a,0.1380122,0.0,46.0,47.1,46.458,45.831579999999995,,T,http://polling.reuters.com/#poll/CP3_2/,49397,77570,3/1/2017,09:39:46 26 Oct 2018,736382.0
117,Donald Trump,All polls,10/26/2018,2/18/2017,2/22/2017,YouGov,B,1500.0,a,0.7836045,0.0,43.0,46.0,43.98506,48.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fu3pv5rt9s/econToplines.pdf,49325,77341,2/23/2017,09:39:46 26 Oct 2018,736382.0
118,Donald Trump,All polls,10/26/2018,2/17/2017,2/23/2017,SurveyMonkey,D-,10639.0,a,0.23082470000000002,0.0,44.0,54.0,41.68448,52.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpMmR6UnY1dExBa3M/view?usp=sharing,49330,77346,2/24/2017,09:39:46 26 Oct 2018,736383.0
119,Donald Trump,All polls,10/26/2018,2/20/2017,2/22/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,52.0,44.03185,50.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49320,77336,2/23/2017,09:39:46 26 Oct 2018,736382.0
120,Donald Trump,All polls,10/26/2018,2/19/2017,2/23/2017,Ipsos,B+,1651.0,a,0.1506249,0.0,45.8,47.3,46.258,46.03159,,T,http://polling.reuters.com/#poll/CP3_2/,49396,77569,3/1/2017,09:39:46 26 Oct 2018,736383.0
121,Donald Trump,All polls,10/26/2018,2/20/2017,2/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,52.0,47.0,46.67122,47.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49329,77345,2/23/2017,09:39:46 26 Oct 2018,736382.0
122,Donald Trump,All polls,10/26/2018,2/21/2017,2/23/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,52.0,44.03185,50.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49319,77335,2/24/2017,09:39:46 26 Oct 2018,736383.0
123,Donald Trump,All polls,10/26/2018,2/20/2017,2/24/2017,Ipsos,B+,1867.0,a,0.1715168,0.0,45.1,48.0,45.558,46.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49395,77568,3/1/2017,09:39:46 26 Oct 2018,736384.0
124,Donald Trump,All polls,10/26/2018,2/21/2017,2/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,53.0,47.0,47.67122,47.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49317,77333,2/24/2017,09:39:46 26 Oct 2018,736383.0
125,Donald Trump,All polls,10/26/2018,2/21/2017,2/22/2017,Public Policy Polling,B,941.0,rv,1.1608479999999999,0.0,45.0,48.0,44.32967,48.34305,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,49324,77340,2/23/2017,09:39:46 26 Oct 2018,736382.0
126,Donald Trump,All polls,10/26/2018,2/21/2017,2/25/2017,Ipsos,B+,1876.0,a,0.17355839999999997,0.0,45.1,47.9,45.558,46.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49394,77567,3/1/2017,09:39:46 26 Oct 2018,736385.0
127,Donald Trump,All polls,10/26/2018,2/22/2017,2/24/2017,Gallup,B,1500.0,a,0.1470236,0.0,41.0,53.0,42.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49331,77347,2/25/2017,09:39:46 26 Oct 2018,736384.0
128,Donald Trump,All polls,10/26/2018,2/22/2017,2/26/2017,Ipsos,B+,1810.0,a,0.1687038,0.0,45.6,48.2,46.058,46.93159,,T,http://polling.reuters.com/#poll/CP3_2/,49393,77566,3/1/2017,09:39:46 26 Oct 2018,736386.0
129,Donald Trump,All polls,10/26/2018,2/23/2017,2/25/2017,Gallup,B,1500.0,a,0.1470236,0.0,41.0,54.0,42.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49327,77343,2/26/2017,09:39:46 26 Oct 2018,736385.0
130,Donald Trump,All polls,10/26/2018,2/22/2017,2/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,51.0,49.0,45.67122,49.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49372,77453,2/27/2017,09:39:46 26 Oct 2018,736386.0
131,Donald Trump,All polls,10/26/2018,2/24/2017,2/26/2017,Gallup,B,1500.0,a,0.1470236,0.0,42.0,54.0,43.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49370,77451,2/27/2017,09:39:46 26 Oct 2018,736386.0
132,Donald Trump,All polls,10/26/2018,2/23/2017,2/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,50.0,50.0,44.67122,50.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49373,77459,2/28/2017,09:39:46 26 Oct 2018,736387.0
133,Donald Trump,All polls,10/26/2018,2/24/2017,2/26/2017,Morning Consult,B-,2000.0,rv,0.7566019,0.0,50.0,45.0,46.96395,47.15502,,,https://morningconsult.com/2017/02/28/trump-joint-session-speech-campaign-promises/,49380,77474,3/1/2017,09:39:46 26 Oct 2018,736386.0
134,Donald Trump,All polls,10/26/2018,2/23/2017,2/27/2017,Ipsos,B+,1807.0,a,0.16976760000000002,0.0,46.1,48.3,46.558,47.03159,,T,http://polling.reuters.com/#poll/CP3_2/,49392,77565,3/1/2017,09:39:46 26 Oct 2018,736387.0
135,Donald Trump,All polls,10/26/2018,2/24/2017,2/28/2017,Ipsos,B+,1847.0,a,0.1749969,0.0,46.1,48.4,46.558,47.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49441,77624,3/3/2017,09:39:46 26 Oct 2018,736388.0
136,Donald Trump,All polls,10/26/2018,2/25/2017,2/27/2017,Gallup,B,1500.0,a,0.1470236,0.0,42.0,54.0,43.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49374,77460,2/28/2017,09:39:46 26 Oct 2018,736387.0
137,Donald Trump,All polls,10/26/2018,2/26/2017,2/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,50.0,50.0,44.67122,50.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49379,77473,3/1/2017,09:39:46 26 Oct 2018,736388.0
138,Donald Trump,All polls,10/26/2018,2/25/2017,3/1/2017,YouGov,B,1500.0,a,0.8736138000000001,0.0,41.0,50.0,41.98506,52.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qai0kpu1rl/econTabReport.pdf,49433,77606,3/2/2017,09:39:46 26 Oct 2018,736389.0
139,Donald Trump,All polls,10/26/2018,2/26/2017,2/28/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,52.0,44.03185,50.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49431,77604,3/1/2017,09:39:46 26 Oct 2018,736388.0
140,Donald Trump,All polls,10/26/2018,2/25/2017,3/1/2017,Ipsos,B+,1687.0,a,0.16108770000000003,0.0,45.7,49.2,46.158,47.93159,,T,http://polling.reuters.com/#poll/CP3_2/,49440,77623,3/3/2017,09:39:46 26 Oct 2018,736389.0
141,Donald Trump,All polls,10/26/2018,2/24/2017,3/4/2017,IBD/TIPP,A-,909.0,a,1.532526,0.0,41.0,53.0,43.089890000000004,51.35942,,,http://www.investors.com/politics/public-turned-off-by-medias-relentlessly-negative-coverage-of-trump-ibdtipp-poll/,49451,77634,3/7/2017,09:39:46 26 Oct 2018,736392.0
142,Donald Trump,All polls,10/26/2018,2/27/2017,3/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,52.0,48.0,46.67122,48.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49434,77608,3/2/2017,09:39:46 26 Oct 2018,736389.0
143,Donald Trump,All polls,10/26/2018,2/26/2017,3/2/2017,Ipsos,B+,1699.0,a,0.1633381,0.0,45.8,48.8,46.258,47.53159,,T,http://polling.reuters.com/#poll/CP3_2/,49442,77621,3/3/2017,09:39:46 26 Oct 2018,736390.0
144,Donald Trump,All polls,10/26/2018,2/27/2017,3/1/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,51.0,44.03185,49.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49435,77609,3/2/2017,09:39:46 26 Oct 2018,736389.0
145,Donald Trump,All polls,10/26/2018,2/28/2017,3/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,53.0,47.0,47.67122,47.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49437,77612,3/3/2017,09:39:46 26 Oct 2018,736390.0
146,Donald Trump,All polls,10/26/2018,2/27/2017,3/3/2017,Ipsos,B+,1713.0,a,0.1656216,0.0,45.6,48.7,46.058,47.43159,,T,http://polling.reuters.com/#poll/CP3_2/,49456,77647,3/7/2017,09:39:46 26 Oct 2018,736391.0
147,Donald Trump,All polls,10/26/2018,2/28/2017,3/2/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,51.0,44.03185,49.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49438,77613,3/3/2017,09:39:46 26 Oct 2018,736390.0
148,Donald Trump,All polls,10/26/2018,3/1/2017,3/3/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,51.0,44.03185,49.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49443,77625,3/5/2017,09:39:46 26 Oct 2018,736391.0
149,Donald Trump,All polls,10/26/2018,2/28/2017,3/4/2017,Ipsos,B+,1729.0,a,0.16793139999999998,0.0,45.4,48.2,45.85801,46.93159,,T,http://polling.reuters.com/#poll/CP3_2/,49455,77646,3/7/2017,09:39:46 26 Oct 2018,736392.0
150,Donald Trump,All polls,10/26/2018,3/1/2017,3/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,52.0,48.0,46.67122,48.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49445,77627,3/6/2017,09:39:46 26 Oct 2018,736393.0
151,Donald Trump,All polls,10/26/2018,3/1/2017,3/5/2017,Suffolk University,B+,1000.0,rv,1.491611,0.0,47.0,44.0,46.80809,43.79379,,,http://www.suffolk.edu/academics/10741.php,49458,77649,3/7/2017,09:39:46 26 Oct 2018,736393.0
152,Donald Trump,All polls,10/26/2018,3/1/2017,3/5/2017,Ipsos,B+,1673.0,a,0.1630449,0.0,46.8,46.7,47.258,45.43159,,T,http://polling.reuters.com/#poll/CP3_2/,49454,77645,3/7/2017,09:39:46 26 Oct 2018,736393.0
153,Donald Trump,All polls,10/26/2018,3/2/2017,3/4/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,50.0,44.03185,48.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49444,77626,3/5/2017,09:39:46 26 Oct 2018,736392.0
154,Donald Trump,All polls,10/26/2018,3/1/2017,3/4/2017,CNN/Opinion Research Corp.,B+,1025.0,a,1.568266,0.0,45.0,52.0,44.737109999999994,50.43678,,,"http://i2.cdn.turner.com/cnn/2017/images/03/05/rel4a.-.trump,.russia.pdf",49446,77628,3/6/2017,09:39:46 26 Oct 2018,736392.0
155,Donald Trump,All polls,10/26/2018,3/1/2017,3/5/2017,SurveyMonkey,D-,4551.0,a,0.1307911,0.0,48.0,51.0,45.68448,49.73281,,,https://blog.electiontracking.surveymonkey.com/2017/03/07/trumps-speech-approval-uptick-opinion-headwinds/,49461,77652,3/8/2017,09:39:46 26 Oct 2018,736393.0
156,Donald Trump,All polls,10/26/2018,3/3/2017,3/5/2017,Gallup,B,1500.0,a,0.1470236,0.0,44.0,50.0,45.03185,48.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49448,77630,3/6/2017,09:39:46 26 Oct 2018,736393.0
157,Donald Trump,All polls,10/26/2018,3/2/2017,3/6/2017,Ipsos,B+,1679.0,a,0.16418429999999998,0.0,47.6,46.0,48.058,44.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49453,77644,3/7/2017,09:39:46 26 Oct 2018,736394.0
158,Donald Trump,All polls,10/26/2018,3/2/2017,3/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,51.0,49.0,45.67122,49.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49450,77633,3/7/2017,09:39:46 26 Oct 2018,736394.0
159,Donald Trump,All polls,10/26/2018,3/2/2017,3/6/2017,Quinnipiac University,A-,1283.0,rv,1.629253,0.0,41.0,52.0,42.72704,50.528909999999996,,,https://poll.qu.edu/national/release-detail?ReleaseID=2436,49457,77648,3/7/2017,09:39:46 26 Oct 2018,736394.0
160,Donald Trump,All polls,10/26/2018,3/2/2017,3/5/2017,Monmouth University,A+,801.0,a,1.72585,0.0,43.0,46.0,43.15524,47.72755,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_030617/,49449,77631,3/6/2017,09:39:46 26 Oct 2018,736393.0
161,Donald Trump,All polls,10/26/2018,3/2/2017,3/6/2017,Morning Consult,B-,1992.0,rv,0.7486934000000001,0.0,50.0,45.0,46.96395,47.15502,,,https://morningconsult.com/2017/03/08/poll-americans-dont-want-budget-cuts-government-agencies/,49459,77650,3/8/2017,09:39:46 26 Oct 2018,736394.0
162,Donald Trump,All polls,10/26/2018,3/3/2017,3/7/2017,Ipsos,B+,1662.0,a,0.163043,0.0,47.6,46.0,48.058,44.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49473,77674,3/10/2017,09:39:46 26 Oct 2018,736395.0
163,Donald Trump,All polls,10/26/2018,3/4/2017,3/6/2017,Gallup,B,1500.0,a,0.1470236,0.0,43.0,51.0,44.03185,49.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49452,77635,3/7/2017,09:39:46 26 Oct 2018,736394.0
164,Donald Trump,All polls,10/26/2018,3/3/2017,3/7/2017,Garin-Hart-Yang/Global Strategy Group,,1001.0,rv,1.178701,0.0,45.0,46.0,44.406079999999996,47.064640000000004,,,https://www.scribd.com/document/343715558/Priorities-USA-National-Tracking-Survey-3-30-17,50311,79047,10/10/2017,09:39:46 26 Oct 2018,736395.0
165,Donald Trump,All polls,10/26/2018,3/5/2017,3/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,49.0,51.0,43.67122,51.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49462,77653,3/8/2017,09:39:46 26 Oct 2018,736395.0
166,Donald Trump,All polls,10/26/2018,3/5/2017,3/7/2017,Gallup,B,1500.0,a,0.1470236,0.0,42.0,53.0,43.03185,51.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49464,77655,3/8/2017,09:39:46 26 Oct 2018,736395.0
167,Donald Trump,All polls,10/26/2018,3/4/2017,3/8/2017,Ipsos,B+,1647.0,a,0.1620308,0.0,48.3,45.6,48.758,44.331579999999995,,T,http://polling.reuters.com/#poll/CP3_2/,49472,77673,3/10/2017,09:39:46 26 Oct 2018,736396.0
168,Donald Trump,All polls,10/26/2018,3/3/2017,3/9/2017,SurveyMonkey,D-,12257.0,a,0.2958955,0.0,47.0,52.0,44.68448,50.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpRnRGOFFaWkREN0k/view,49475,77676,3/11/2017,09:39:46 26 Oct 2018,736397.0
169,Donald Trump,All polls,10/26/2018,2/28/2017,3/12/2017,Pew Research Center,B-,3844.0,a,2.07159,0.0,43.0,55.0,44.92552,52.12689,,,http://assets.pewresearch.org/wp-content/uploads/sites/12/2017/03/30145922/Mode-Study-3-31-2017-TOPLINE.pdf,49560,77810,3/31/2017,09:39:46 26 Oct 2018,736400.0
170,Donald Trump,All polls,10/26/2018,3/3/2017,3/11/2017,Saint Leo University,C-,1073.0,a,0.8500725,0.0,44.0,51.0,42.80146,51.4098,,,http://polls.saintleo.edu/u-s-voters-divided-more-than-ever-saint-leo-university-poll-shows/,49520,77746,3/22/2017,09:39:46 26 Oct 2018,736399.0
171,Donald Trump,All polls,10/26/2018,3/6/2017,3/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,49.0,51.0,43.67122,51.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49466,77661,3/9/2017,09:39:46 26 Oct 2018,736396.0
172,Donald Trump,All polls,10/26/2018,3/5/2017,3/9/2017,Ipsos,B+,1629.0,a,0.1606589,0.0,49.0,45.3,49.458,44.03159,,T,http://polling.reuters.com/#poll/CP3_2/,49471,77672,3/10/2017,09:39:46 26 Oct 2018,736397.0
